,File_Name,ID,Class,sample_rate,num_channel,bit_depth
2848,7516.wav,7516,gun_shot,48000,2,PCM_24
2849,6608.wav,6608,children_playing,44100,1,PCM_24
2850,5315.wav,5315,engine_idling,48000,2,PCM_24
2851,3764.wav,3764,children_playing,44100,2,PCM_16
2852,5473.wav,5473,air_conditioner,48000,2,PCM_16
2853,1615.wav,1615,car_horn,16000,1,PCM_16
2854,381.wav,381,jackhammer,44100,2,PCM_16
2855,7264.wav,7264,engine_idling,48000,1,PCM_24
2856,4745.wav,4745,air_conditioner,44100,2,PCM_24
2857,6152.wav,6152,engine_idling,48000,2,PCM_24
2858,6634.wav,6634,engine_idling,48000,2,PCM_24
2859,3994.wav,3994,children_playing,44100,2,PCM_16
2860,2452.wav,2452,jackhammer,48000,2,PCM_16
2861,5329.wav,5329,dog_bark,48000,1,PCM_16
2862,2446.wav,2446,dog_bark,44100,2,PCM_16
2863,3758.wav,3758,car_horn,48000,1,PCM_16
2864,6620.wav,6620,jackhammer,48000,2,PCM_24
2865,1629.wav,1629,drilling,44100,2,PCM_16
2866,7258.wav,7258,street_music,44100,2,PCM_16
2867,4989.wav,4989,engine_idling,48000,2,PCM_16
2868,8382.wav,8382,dog_bark,48000,2,PCM_24
2869,140.wav,140,jackhammer,44100,2,PCM_16
2870,8396.wav,8396,children_playing,48000,2,PCM_24
2871,2863.wav,2863,dog_bark,44100,2,PCM_16
2872,7933.wav,7933,children_playing,44100,2,PCM_16
2873,5842.wav,5842,car_horn,44100,2,PCM_16
2874,4584.wav,4584,air_conditioner,44100,2,PCM_16
2875,168.wav,168,drilling,44100,1,PCM_24
2876,6393.wav,6393,dog_bark,48000,2,PCM_16
2877,6387.wav,6387,street_music,44100,2,PCM_16
2878,5856.wav,5856,children_playing,48000,2,PCM_24
2879,2687.wav,2687,siren,48000,1,PCM_16
2880,3599.wav,3599,engine_idling,48000,2,PCM_16
2881,82.wav,82,street_music,96000,2,PCM_24
2882,7927.wav,7927,dog_bark,44100,2,PCM_16
2883,1365.wav,1365,siren,44100,2,PCM_16
2884,8427.wav,8427,drilling,22050,1,PCM_U8
2885,829.wav,829,air_conditioner,44100,2,PCM_16
2886,5103.wav,5103,engine_idling,44100,2,PCM_16
2887,3214.wav,3214,children_playing,48000,2,PCM_24
2888,7072.wav,7072,children_playing,44100,2,PCM_16
2889,197.wav,197,children_playing,44100,2,PCM_16
2890,7066.wav,7066,children_playing,44100,2,PCM_16
2891,1417.wav,1417,gun_shot,44100,2,PCM_16
2892,6378.wav,6378,dog_bark,96000,2,PCM_24
2893,5671.wav,5671,jackhammer,44100,2,PCM_16
2894,3200.wav,3200,dog_bark,44100,2,PCM_16
2895,3566.wav,3566,jackhammer,96000,2,PCM_24
2896,2678.wav,2678,dog_bark,44100,1,PCM_16
2897,5117.wav,5117,street_music,24000,2,PCM_16
2898,1371.wav,1371,air_conditioner,44100,2,PCM_24
2899,7700.wav,7700,drilling,22050,1,PCM_U8
2900,2650.wav,2650,drilling,44100,2,PCM_16
2901,6436.wav,6436,air_conditioner,48000,2,PCM_16
2902,5659.wav,5659,engine_idling,44100,2,PCM_16
2903,5881.wav,5881,engine_idling,44100,2,PCM_24
2904,4547.wav,4547,air_conditioner,44100,2,PCM_16
2905,2122.wav,2122,gun_shot,96000,2,PCM_16
2906,8369.wav,8369,engine_idling,44100,2,PCM_16
2907,6422.wav,6422,car_horn,48000,2,PCM_24
2908,801.wav,801,drilling,48000,1,PCM_24
2909,4235.wav,4235,street_music,96000,2,PCM_24
2910,2644.wav,2644,jackhammer,48000,2,PCM_16
2911,2903.wav,2903,drilling,44100,2,PCM_16
2912,746.wav,746,air_conditioner,48000,2,PCM_24
2913,8590.wav,8590,car_horn,48000,2,PCM_16
2914,752.wav,752,car_horn,96000,1,PCM_24
2915,8584.wav,8584,dog_bark,48000,2,FLOAT
2916,2917.wav,2917,gun_shot,48000,2,PCM_16
2917,4396.wav,4396,siren,44100,2,PCM_16
2918,5088.wav,5088,street_music,48000,2,PCM_24
2919,2081.wav,2081,jackhammer,48000,2,PCM_16
2920,5936.wav,5936,siren,44100,2,PCM_16
2921,1588.wav,1588,car_horn,48000,2,PCM_24
2922,2095.wav,2095,street_music,44100,2,PCM_16
2923,5922.wav,5922,children_playing,44100,2,PCM_16
2924,4382.wav,4382,street_music,44100,2,PCM_16
2925,7853.wav,7853,jackhammer,44100,2,PCM_16
2926,6595.wav,6595,jackhammer,48000,2,PCM_24
2927,8553.wav,8553,drilling,44100,2,PCM_16
2928,785.wav,785,dog_bark,48000,2,PCM_16
2929,5077.wav,5077,jackhammer,44100,2,PCM_16
2930,2718.wav,2718,jackhammer,96000,2,PCM_24
2931,3406.wav,3406,dog_bark,44100,2,PCM_16
2932,4369.wav,4369,car_horn,44100,2,PCM_16
2933,3360.wav,3360,drilling,44100,2,PCM_16
2934,5711.wav,5711,jackhammer,48000,2,PCM_16
2935,1563.wav,1563,street_music,44100,2,PCM_16
2936,7112.wav,7112,children_playing,48000,2,PCM_24
2937,8221.wav,8221,jackhammer,44100,2,PCM_16
2938,5705.wav,5705,drilling,44100,2,PCM_16
2939,5063.wav,5063,siren,48000,2,PCM_16
2940,7674.wav,7674,drilling,44100,2,PCM_16
2941,8547.wav,8547,siren,48000,2,PCM_16
2942,791.wav,791,street_music,44100,2,PCM_16
2943,1205.wav,1205,engine_idling,44100,2,PCM_16
2944,6542.wav,6542,drilling,44100,2,PCM_16
2945,6224.wav,6224,siren,48000,1,PCM_16
2946,4433.wav,4433,siren,48000,2,PCM_16
2947,2042.wav,2042,jackhammer,48000,2,PCM_16
2948,4427.wav,4427,street_music,44100,2,PCM_16
2949,2056.wav,2056,drilling,44100,2,PCM_16
2950,5739.wav,5739,car_horn,48000,1,PCM_16
2951,6230.wav,6230,engine_idling,48000,2,PCM_16
2952,975.wav,975,gun_shot,44100,2,PCM_16
2953,7648.wav,7648,engine_idling,44100,2,PCM_16
2954,7890.wav,7890,dog_bark,48000,2,PCM_16
2955,6556.wav,6556,engine_idling,48000,2,PCM_16
2956,2730.wav,2730,drilling,44100,2,PCM_16
2957,4341.wav,4341,dog_bark,48000,1,PCM_24
2958,222.wav,222,jackhammer,44100,2,PCM_16
2959,6967.wav,6967,engine_idling,48000,2,PCM_24
2960,544.wav,544,engine_idling,48000,2,PCM_24
2961,6973.wav,6973,children_playing,48000,1,PCM_24
2962,236.wav,236,dog_bark,96000,1,PCM_24
2963,1952.wav,1952,jackhammer,44100,2,PCM_16
2964,3823.wav,3823,jackhammer,48000,2,PCM_16
2965,6783.wav,6783,street_music,44100,2,PCM_16
2966,578.wav,578,drilling,96000,1,PCM_24
2967,6797.wav,6797,drilling,44100,2,PCM_24
2968,4180.wav,4180,children_playing,48000,2,PCM_24
2969,3189.wav,3189,dog_bark,48000,1,PCM_16
2970,2297.wav,2297,siren,48000,2,PCM_24
2971,1946.wav,1946,dog_bark,44100,2,PCM_16
2972,8037.wav,8037,street_music,44100,2,PCM_16
2973,5513.wav,5513,gun_shot,48000,2,PCM_24
2974,3162.wav,3162,dog_bark,44100,2,PCM_16
2975,3604.wav,3604,children_playing,44100,2,PCM_16
2976,587.wav,587,engine_idling,44100,2,PCM_16
2977,7462.wav,7462,jackhammer,44100,2,PCM_16
2978,6768.wav,6768,jackhammer,96000,2,PCM_24
2979,1007.wav,1007,car_horn,16000,1,PCM_16
2980,593.wav,593,children_playing,44100,2,PCM_16
2981,7476.wav,7476,street_music,44100,2,PCM_16
2982,3610.wav,3610,jackhammer,96000,2,PCM_24
2983,5507.wav,5507,gun_shot,48000,2,PCM_24
2984,3176.wav,3176,car_horn,48000,2,PCM_24
2985,4619.wav,4619,drilling,44100,2,PCM_16
2986,1761.wav,1761,drilling,24000,2,PCM_16
2987,2240.wav,2240,siren,44100,2,PCM_16
2988,7338.wav,7338,dog_bark,44100,2,PCM_24
2989,1991.wav,1991,engine_idling,48000,2,PCM_24
2990,1749.wav,1749,siren,44100,2,PCM_16
2991,6026.wav,6026,gun_shot,44100,2,PCM_16
2992,6740.wav,6740,jackhammer,96000,2,PCM_24
2993,6998.wav,6998,street_music,44100,2,PCM_16
2994,2526.wav,2526,air_conditioner,44100,2,PCM_24
2995,4143.wav,4143,engine_idling,44100,2,PCM_24
2996,2532.wav,2532,children_playing,48000,2,PCM_24
2997,6754.wav,6754,children_playing,48000,2,PCM_16
2998,2254.wav,2254,siren,48000,2,PCM_24
2999,4625.wav,4625,car_horn,44100,2,PCM_16
3000,2524.wav,2524,dog_bark,44100,2,PCM_16
3001,4155.wav,4155,drilling,44100,2,PCM_16
3002,6742.wav,6742,dog_bark,48000,2,PCM_16
3003,8009.wav,8009,gun_shot,48000,2,PCM_24
3004,4633.wav,4633,air_conditioner,44100,2,PCM_16
3005,3148.wav,3148,street_music,48000,2,PCM_16
3006,2256.wav,2256,siren,48000,2,PCM_16
3007,6030.wav,6030,air_conditioner,44100,2,PCM_16
3008,1987.wav,1987,drilling,44100,2,PCM_16
3009,7448.wav,7448,siren,44100,2,PCM_16
3010,7460.wav,7460,air_conditioner,44100,2,PCM_16
3011,585.wav,585,siren,48000,2,PCM_24
3012,5277.wav,5277,jackhammer,44100,2,PCM_16
3013,3606.wav,3606,children_playing,48000,2,PCM_24
3014,4169.wav,4169,engine_idling,48000,2,PCM_24
3015,3160.wav,3160,drilling,24000,2,PCM_16
3016,5511.wav,5511,air_conditioner,48000,2,PCM_24
3017,1777.wav,1777,gun_shot,96000,2,PCM_24
3018,8035.wav,8035,air_conditioner,48000,2,PCM_16
3019,1763.wav,1763,air_conditioner,44100,2,PCM_16
3020,8021.wav,8021,engine_idling,48000,2,PCM_16
3021,5505.wav,5505,siren,48000,2,PCM_16
3022,5263.wav,5263,children_playing,48000,2,PCM_24
3023,6781.wav,6781,dog_bark,48000,1,PCM_16
3024,3821.wav,3821,children_playing,44100,2,PCM_16
3025,4828.wav,4828,drilling,44100,2,PCM_16
3026,1950.wav,1950,dog_bark,44100,2,PCM_16
3027,1944.wav,1944,engine_idling,48000,2,PCM_24
3028,208.wav,208,drilling,44100,2,PCM_16
3029,2295.wav,2295,gun_shot,48000,2,PCM_24
3030,4182.wav,4182,siren,44100,2,PCM_16
3031,6965.wav,6965,car_horn,16000,1,PCM_16
3032,4800.wav,4800,air_conditioner,44100,2,PCM_16
3033,1978.wav,1978,engine_idling,44100,2,PCM_24
3034,6971.wav,6971,engine_idling,48000,2,PCM_24
3035,2040.wav,2040,engine_idling,44100,2,PCM_16
3036,4431.wav,4431,siren,48000,2,PCM_24
3037,7138.wav,7138,jackhammer,96000,2,PCM_24
3038,1549.wav,1549,children_playing,48000,2,PCM_24
3039,963.wav,963,gun_shot,44100,2,PCM_16
3040,2726.wav,2726,drilling,44100,2,PCM_24
3041,5049.wav,5049,engine_idling,44100,2,PCM_16
3042,2732.wav,2732,dog_bark,44100,1,FLOAT
3043,7892.wav,7892,jackhammer,44100,2,PCM_16
3044,977.wav,977,siren,44100,1,PCM_16
3045,8579.wav,8579,children_playing,48000,2,PCM_16
3046,6232.wav,6232,siren,44100,2,PCM_24
3047,2054.wav,2054,drilling,44100,2,PCM_16
3048,4425.wav,4425,drilling,44100,2,PCM_24
3049,5713.wav,5713,car_horn,44100,2,PCM_16
3050,3362.wav,3362,siren,48000,2,PCM_16
3051,3404.wav,3404,gun_shot,44100,2,PCM_16
3052,5075.wav,5075,dog_bark,44100,2,PCM_16
3053,787.wav,787,jackhammer,44100,2,PCM_16
3054,6568.wav,6568,engine_idling,44100,2,PCM_16
3055,5707.wav,5707,jackhammer,48000,2,PCM_16
3056,3376.wav,3376,air_conditioner,44100,2,PCM_16
3057,7110.wav,7110,siren,48000,2,PCM_24
3058,1561.wav,1561,engine_idling,48000,2,PCM_24
3059,5934.wav,5934,engine_idling,44100,2,PCM_16
3060,2083.wav,2083,siren,44100,2,PCM_16
3061,4394.wav,4394,children_playing,48000,2,PCM_24
3062,6583.wav,6583,air_conditioner,44100,2,PCM_16
3063,778.wav,778,dog_bark,44100,2,PCM_16
3064,7845.wav,7845,street_music,44100,2,PCM_16
3065,7689.wav,7689,air_conditioner,44100,2,PCM_24
3066,2929.wav,2929,air_conditioner,48000,2,PCM_16
3067,3389.wav,3389,car_horn,44100,2,PCM_16
3068,5908.wav,5908,siren,48000,2,PCM_16
3069,7879.wav,7879,dog_bark,48000,1,PCM_16
3070,744.wav,744,street_music,44100,2,PCM_16
3071,2901.wav,2901,children_playing,44100,2,PCM_16
3072,2915.wav,2915,engine_idling,48000,2,PCM_24
3073,8586.wav,8586,dog_bark,44100,2,PCM_16
3074,750.wav,750,jackhammer,48000,2,PCM_24
3075,4545.wav,4545,children_playing,44100,2,PCM_16
3076,2134.wav,2134,siren,48000,2,PCM_16
3077,817.wav,817,drilling,44100,1,PCM_16
3078,8419.wav,8419,dog_bark,44100,2,PCM_16
3079,57.wav,57,drilling,44100,2,PCM_16
3080,6434.wav,6434,air_conditioner,44100,2,PCM_16
3081,2652.wav,2652,drilling,44100,2,PCM_16
3082,5129.wav,5129,engine_idling,44100,2,PCM_16
3083,2646.wav,2646,drilling,22050,1,PCM_U8
3084,803.wav,803,drilling,24000,2,PCM_16
3085,6420.wav,6420,dog_bark,44100,2,PCM_16
3086,43.wav,43,siren,44100,2,PCM_16
3087,6346.wav,6346,air_conditioner,44100,2,PCM_16
3088,5897.wav,5897,children_playing,48000,2,PCM_24
3089,7070.wav,7070,dog_bark,96000,2,PCM_16
3090,3216.wav,3216,drilling,44100,2,PCM_16
3091,2108.wav,2108,engine_idling,48000,1,PCM_24
3092,8425.wav,8425,air_conditioner,44100,2,PCM_16
3093,1367.wav,1367,jackhammer,44100,2,PCM_16
3094,6408.wav,6408,engine_idling,44100,2,PCM_16
3095,7702.wav,7702,dog_bark,48000,2,FLOAT
3096,8431.wav,8431,siren,48000,2,PCM_16
3097,3202.wav,3202,street_music,44100,2,PCM_24
3098,5673.wav,5673,air_conditioner,44100,2,PCM_16
3099,1415.wav,1415,children_playing,48000,1,PCM_16
3100,7064.wav,7064,dog_bark,48000,2,PCM_16
3101,8357.wav,8357,siren,48000,2,PCM_24
3102,5698.wav,5698,gun_shot,48000,2,PCM_24
3103,5840.wav,5840,siren,48000,2,PCM_24
3104,2849.wav,2849,drilling,44100,2,PCM_24
3105,2691.wav,2691,dog_bark,44100,2,PCM_16
3106,1398.wav,1398,dog_bark,44100,2,PCM_16
3107,7931.wav,7931,siren,48000,2,PCM_16
3108,80.wav,80,gun_shot,48000,2,PCM_24
3109,2685.wav,2685,street_music,48000,2,PCM_24
3110,4592.wav,4592,drilling,44100,2,PCM_16
3111,5854.wav,5854,dog_bark,32000,1,PCM_16
3112,8380.wav,8380,siren,44100,2,PCM_16
3113,630.wav,630,dog_bark,48000,2,PCM_24
3114,2875.wav,2875,engine_idling,48000,2,PCM_16
3115,7919.wav,7919,jackhammer,44100,2,PCM_16
3116,624.wav,624,dog_bark,44100,2,PCM_16
3117,142.wav,142,jackhammer,48000,2,PCM_24
3118,4021.wav,4021,air_conditioner,44100,2,PCM_16
3119,2450.wav,2450,car_horn,44100,2,PCM_16
3120,7528.wav,7528,car_horn,44100,2,PCM_16
3121,5459.wav,5459,air_conditioner,44100,2,PCM_16
3122,4747.wav,4747,drilling,44100,1,PCM_16
3123,4753.wav,4753,street_music,44100,2,PCM_16
3124,6144.wav,6144,children_playing,48000,2,PCM_24
3125,2444.wav,2444,jackhammer,96000,2,PCM_24
3126,3982.wav,3982,drilling,44100,2,PCM_16
3127,8627.wav,8627,air_conditioner,44100,2,PCM_16
3128,3772.wav,3772,engine_idling,44100,2,PCM_16
3129,5465.wav,5465,engine_idling,48000,2,PCM_24
3130,3014.wav,3014,air_conditioner,44100,2,PCM_16
3131,7272.wav,7272,car_horn,44100,2,PCM_16
3132,1603.wav,1603,street_music,44100,2,PCM_16
3133,397.wav,397,siren,48000,2,PCM_16
3134,8155.wav,8155,air_conditioner,44100,2,PCM_16
3135,383.wav,383,gun_shot,48000,2,PCM_24
3136,4009.wav,4009,siren,48000,2,PCM_24
3137,3766.wav,3766,street_music,44100,2,PCM_16
3138,2478.wav,2478,dog_bark,44100,2,PCM_16
3139,7500.wav,7500,engine_idling,48000,2,PCM_24
3140,2493.wav,2493,dog_bark,44100,2,PCM_16
3141,3955.wav,3955,dog_bark,44100,2,PCM_16
3142,4784.wav,4784,air_conditioner,44100,2,PCM_16
3143,368.wav,368,engine_idling,48000,2,PCM_24
3144,6193.wav,6193,jackhammer,48000,2,PCM_24
3145,6187.wav,6187,engine_idling,44100,2,PCM_16
3146,1830.wav,1830,gun_shot,44100,2,PCM_16
3147,4790.wav,4790,street_music,44100,2,PCM_16
3148,4948.wav,4948,jackhammer,48000,2,PCM_24
3149,2487.wav,2487,siren,48000,2,PCM_16
3150,3941.wav,3941,engine_idling,44100,2,PCM_16
3151,3799.wav,3799,street_music,44100,2,PCM_24
3152,6839.wav,6839,dog_bark,44100,2,PCM_16
3153,3969.wav,3969,siren,44100,2,PCM_16
3154,6811.wav,6811,siren,48000,2,PCM_16
3155,354.wav,354,street_music,44100,2,PCM_16
3156,1818.wav,1818,air_conditioner,44100,2,PCM_16
3157,8182.wav,8182,street_music,44100,2,PCM_16
3158,4960.wav,4960,children_playing,44100,2,PCM_16
3159,4974.wav,4974,dog_bark,44100,2,PCM_24
3160,426.wav,426,dog_bark,44100,2,PCM_24
3161,427.wav,427,siren,44100,1,PCM_16
3162,6804.wav,6804,siren,44100,2,PCM_16
3163,6810.wav,6810,children_playing,44100,2,PCM_16
3164,3968.wav,3968,air_conditioner,48000,1,PCM_16
3165,4961.wav,4961,street_music,44100,2,PCM_16
3166,1819.wav,1819,air_conditioner,44100,2,PCM_16
3167,8183.wav,8183,air_conditioner,44100,2,PCM_16
3168,355.wav,355,drilling,44100,2,PCM_16
3169,4791.wav,4791,engine_idling,44100,2,PCM_16
3170,1831.wav,1831,siren,44100,2,PCM_16
3171,7298.wav,7298,air_conditioner,44100,2,PCM_16
3172,3798.wav,3798,siren,48000,2,PCM_24
3173,3940.wav,3940,drilling,48000,2,PCM_24
3174,1825.wav,1825,drilling,44100,2,PCM_16
3175,369.wav,369,jackhammer,44100,2,PCM_16
3176,4785.wav,4785,street_music,44100,2,PCM_24
3177,3001.wav,3001,dog_bark,44100,1,PCM_16
3178,6179.wav,6179,engine_idling,48000,2,PCM_16
3179,1616.wav,1616,siren,48000,2,PCM_24
3180,382.wav,382,engine_idling,48000,2,PCM_16
3181,8154.wav,8154,dog_bark,44100,2,PCM_24
3182,7501.wav,7501,engine_idling,48000,2,PCM_24
3183,8632.wav,8632,siren,44100,2,PCM_16
3184,5316.wav,5316,jackhammer,48000,1,PCM_24
3185,2479.wav,2479,drilling,44100,2,PCM_16
3186,5302.wav,5302,jackhammer,96000,2,PCM_24
3187,8626.wav,8626,drilling,44100,2,PCM_16
3188,396.wav,396,siren,48000,2,PCM_16
3189,1602.wav,1602,engine_idling,44100,2,PCM_16
3190,8140.wav,8140,drilling,44100,2,PCM_16
3191,6145.wav,6145,siren,44100,2,PCM_16
3192,8168.wav,8168,dog_bark,44100,2,PCM_16
3193,4752.wav,4752,drilling,44100,2,PCM_16
3194,2323.wav,2323,air_conditioner,48000,1,PCM_16
3195,3983.wav,3983,siren,44100,2,PCM_16
3196,2445.wav,2445,gun_shot,44100,2,PCM_16
3197,6623.wav,6623,gun_shot,96000,2,PCM_24
3198,7529.wav,7529,siren,44100,2,PCM_16
3199,1158.wav,1158,air_conditioner,44100,2,PCM_24
3200,6637.wav,6637,engine_idling,44100,1,PCM_24
3201,3997.wav,3997,street_music,44100,2,PCM_16
3202,4746.wav,4746,jackhammer,44100,2,PCM_16
3203,6151.wav,6151,engine_idling,48000,2,PCM_24
3204,7918.wav,7918,air_conditioner,44100,2,PCM_16
3205,5869.wav,5869,jackhammer,44100,2,PCM_16
3206,8395.wav,8395,dog_bark,48000,2,PCM_24
3207,8381.wav,8381,air_conditioner,48000,1,PCM_16
3208,631.wav,631,engine_idling,48000,2,PCM_24
3209,2684.wav,2684,siren,44100,2,PCM_16
3210,81.wav,81,jackhammer,48000,2,PCM_16
3211,619.wav,619,street_music,44100,2,PCM_16
3212,5841.wav,5841,children_playing,96000,2,PCM_24
3213,5699.wav,5699,air_conditioner,44100,2,PCM_24
3214,7930.wav,7930,siren,48000,2,PCM_24
3215,1399.wav,1399,engine_idling,44100,2,PCM_16
3216,2690.wav,2690,car_horn,44100,2,PCM_16
3217,5114.wav,5114,children_playing,44100,2,PCM_16
3218,8430.wav,8430,siren,48000,2,PCM_16
3219,8356.wav,8356,engine_idling,48000,2,PCM_24
3220,7065.wav,7065,dog_bark,44100,2,PCM_16
3221,1414.wav,1414,engine_idling,48000,2,PCM_24
3222,5672.wav,5672,dog_bark,96000,2,PCM_24
3223,4578.wav,4578,siren,48000,2,PCM_16
3224,1400.wav,1400,dog_bark,44100,2,PCM_16
3225,6409.wav,6409,dog_bark,44100,2,PCM_24
3226,1366.wav,1366,street_music,44100,2,PCM_16
3227,8424.wav,8424,siren,48000,2,PCM_16
3228,5100.wav,5100,air_conditioner,48000,2,PCM_16
3229,42.wav,42,engine_idling,48000,2,PCM_24
3230,802.wav,802,air_conditioner,44100,2,PCM_16
3231,4236.wav,4236,drilling,24000,2,PCM_16
3232,2647.wav,2647,car_horn,44100,2,PCM_16
3233,5128.wav,5128,dog_bark,44100,2,PCM_16
3234,2121.wav,2121,children_playing,48000,2,PCM_24
3235,7059.wav,7059,engine_idling,48000,1,PCM_24
3236,1428.wav,1428,jackhammer,44100,2,PCM_16
3237,6347.wav,6347,engine_idling,44100,2,PCM_16
3238,2135.wav,2135,children_playing,44100,2,PCM_16
3239,4.wav,4,dog_bark,44100,2,PCM_16
3240,5882.wav,5882,engine_idling,96000,2,PCM_24
3241,4222.wav,4222,engine_idling,48000,2,PCM_24
3242,2653.wav,2653,children_playing,48000,2,PCM_24
3243,56.wav,56,children_playing,44100,2,PCM_16
3244,6435.wav,6435,street_music,44100,2,PCM_16
3245,816.wav,816,air_conditioner,44100,2,PCM_16
3246,751.wav,751,jackhammer,48000,2,PCM_24
3247,8587.wav,8587,drilling,48000,2,PCM_16
3248,2914.wav,2914,gun_shot,44100,1,PCM_16
3249,5909.wav,5909,siren,48000,2,PCM_16
3250,2900.wav,2900,street_music,44100,2,PCM_24
3251,2928.wav,2928,air_conditioner,44100,2,PCM_16
3252,4381.wav,4381,street_music,48000,2,PCM_24
3253,7850.wav,7850,car_horn,48000,2,PCM_16
3254,6596.wav,6596,children_playing,44100,2,PCM_16
3255,7688.wav,7688,street_music,48000,2,PCM_24
3256,2096.wav,2096,siren,16000,2,PCM_U8
3257,3388.wav,3388,siren,44100,2,PCM_16
3258,5921.wav,5921,engine_idling,48000,2,PCM_16
3259,2082.wav,2082,siren,48000,2,PCM_16
3260,7844.wav,7844,siren,48000,2,PCM_16
3261,5060.wav,5060,air_conditioner,44100,2,PCM_24
3262,8544.wav,8544,children_playing,44100,2,PCM_16
3263,7677.wav,7677,dog_bark,44100,2,PCM_16
3264,792.wav,792,street_music,8000,2,PCM_16
3265,1206.wav,1206,children_playing,44100,2,PCM_24
3266,1560.wav,1560,street_music,44100,2,PCM_16
3267,7111.wav,7111,air_conditioner,44100,2,PCM_16
3268,4418.wav,4418,drilling,44100,2,PCM_16
3269,5706.wav,5706,street_music,24000,2,PCM_16
3270,3363.wav,3363,street_music,44100,2,PCM_16
3271,5712.wav,5712,jackhammer,96000,2,PCM_24
3272,1574.wav,1574,jackhammer,44100,2,PCM_16
3273,8236.wav,8236,street_music,48000,2,PCM_24
3274,7105.wav,7105,street_music,44100,2,PCM_16
3275,5074.wav,5074,engine_idling,48000,2,PCM_16
3276,8578.wav,8578,car_horn,44100,2,PCM_16
3277,7893.wav,7893,drilling,44100,2,PCM_16
3278,6555.wav,6555,engine_idling,44100,2,PCM_16
3279,2733.wav,2733,engine_idling,44100,2,PCM_16
3280,4424.wav,4424,street_music,44100,2,PCM_16
3281,2055.wav,2055,children_playing,44100,2,PCM_16
3282,6227.wav,6227,engine_idling,48000,2,PCM_24
3283,1548.wav,1548,air_conditioner,44100,2,PCM_16
3284,4430.wav,4430,street_music,44100,2,PCM_16
3285,3439.wav,3439,engine_idling,48000,2,PCM_24
3286,4356.wav,4356,engine_idling,44100,2,PCM_16
3287,235.wav,235,engine_idling,48000,2,FLOAT
3288,4801.wav,4801,engine_idling,96000,2,PCM_24
3289,3808.wav,3808,dog_bark,48000,2,PCM_16
3290,6970.wav,6970,drilling,44100,2,PCM_16
3291,547.wav,547,street_music,44100,2,PCM_16
3292,221.wav,221,dog_bark,48000,2,PCM_16
3293,1945.wav,1945,drilling,96000,2,PCM_24
3294,3834.wav,3834,children_playing,48000,2,PCM_24
3295,4183.wav,4183,air_conditioner,44100,2,PCM_16
3296,5289.wav,5289,street_music,48000,2,PCM_24
3297,3820.wav,3820,children_playing,48000,2,PCM_24
3298,4197.wav,4197,jackhammer,44100,2,PCM_16
3299,6958.wav,6958,street_music,48000,2,PCM_16
3300,1789.wav,1789,dog_bark,44100,2,PCM_16
3301,4829.wav,4829,jackhammer,44100,2,PCM_16
3302,5504.wav,5504,jackhammer,96000,2,PCM_24
3303,7313.wav,7313,children_playing,44100,2,PCM_16
3304,8020.wav,8020,children_playing,48000,2,PCM_24
3305,1004.wav,1004,air_conditioner,44100,2,PCM_16
3306,590.wav,590,street_music,96000,2,PCM_16
3307,7475.wav,7475,children_playing,44100,2,PCM_16
3308,3613.wav,3613,engine_idling,48000,2,PCM_24
3309,5262.wav,5262,engine_idling,48000,2,PCM_16
3310,4168.wav,4168,jackhammer,48000,2,PCM_16
3311,3607.wav,3607,dog_bark,44100,1,PCM_16
3312,584.wav,584,gun_shot,44100,2,PCM_16
3313,7307.wav,7307,children_playing,96000,2,PCM_24
3314,8034.wav,8034,jackhammer,48000,1,PCM_24
3315,1776.wav,1776,jackhammer,96000,2,PCM_24
3316,6019.wav,6019,engine_idling,44100,2,PCM_16
3317,3161.wav,3161,air_conditioner,44100,2,PCM_16
3318,1986.wav,1986,car_horn,44100,2,PCM_16
3319,6031.wav,6031,siren,44100,2,PCM_16
3320,4140.wav,4140,children_playing,44100,2,PCM_16
3321,2531.wav,2531,street_music,44100,2,PCM_24
3322,6757.wav,6757,drilling,44100,2,PCM_16
3323,1038.wav,1038,dog_bark,44100,2,PCM_24
3324,7449.wav,7449,engine_idling,44100,1,PCM_24
3325,4632.wav,4632,dog_bark,44100,2,PCM_16
3326,1992.wav,1992,engine_idling,44100,2,PCM_16
3327,8008.wav,8008,gun_shot,44100,2,PCM_16
3328,6025.wav,6025,street_music,44100,2,PCM_16
3329,3165.wav,3165,jackhammer,44100,2,FLOAT
3330,5514.wav,5514,dog_bark,44100,2,PCM_16
3331,7465.wav,7465,siren,48000,2,PCM_16
3332,1014.wav,1014,children_playing,44100,2,PCM_16
3333,580.wav,580,street_music,44100,2,PCM_16
3334,5272.wav,5272,drilling,22050,1,PCM_U8
3335,3603.wav,3603,air_conditioner,44100,2,PCM_16
3336,2509.wav,2509,siren,48000,2,PCM_16
3337,5266.wav,5266,children_playing,44100,1,PCM_24
3338,4178.wav,4178,children_playing,44100,2,PCM_16
3339,7471.wav,7471,dog_bark,44100,2,PCM_16
3340,594.wav,594,street_music,44100,2,PCM_24
3341,1000.wav,1000,street_music,44100,2,PCM_16
3342,1766.wav,1766,air_conditioner,48000,2,PCM_24
3343,6009.wav,6009,drilling,44100,2,PCM_24
3344,8024.wav,8024,drilling,44100,2,PCM_16
3345,3171.wav,3171,engine_idling,44100,2,PCM_16
3346,6021.wav,6021,jackhammer,48000,1,PCM_24
